Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total,Did
31-01-2021,600,Otolaryngology (ENT),Adult,65+,15-18 Months,61,28MH
31-01-2021,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,22,26MH
31-01-2021,600,Otolaryngology (ENT),Child,0-15,12-15 Months,32,26MH
31-01-2021,600,Otolaryngology (ENT),Child,0-15,18 Months +,139,8MH
31-01-2021,1700,Ophthalmology,Adult,16-64, 6-9 Months,197,25MH
31-01-2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,233,11MH
31-01-2021,1700,Ophthalmology,Child,0-15, 9-12 Months,38,26MH
31-01-2021,1700,Ophthalmology,Child,0-15,15-18 Months,37,6MH
31-01-2021,1700,Ophthalmology,Child,0-15,18 Months +,184,33MH
31-01-2021,0,Small Volume Specialities,Adult,16-64, 0-3 Months,1,26MH
31-01-2021,1800,Orthopaedics,Adult,65+, 0-3 Months,221,28MH
31-01-2021,1800,Orthopaedics,Adult,65+, 6-9 Months,55,1MH
31-01-2021,1800,Orthopaedics,Adult,65+, 9-12 Months,51,32MH
31-01-2021,1800,Orthopaedics,Adult,65+,18 Months +,24,31MH
31-01-2021,2500,Rheumatology,Adult,65+, 0-3 Months,10,1MH
31-01-2021,2500,Rheumatology,Adult,65+, 3-6 Months,7,20MH
31-01-2021,2500,Rheumatology,Adult,65+,12-15 Months,1,17MH
31-01-2021,100,Cardiology,Adult,16-64,15-18 Months,5,1MH
31-01-2021,300,Dermatology,Adult,16-64,15-18 Months,144,11MH
31-01-2021,300,Dermatology,Adult,65+,18 Months +,85,36MH
31-01-2021,400,Endocrinology,Adult,16-64, 0-3 Months,135,26MH
31-01-2021,400,Endocrinology,Adult,65+, 6-9 Months,7,19MH
31-01-2021,700,Gastro-Enterology,Adult,16-64,15-18 Months,7,27MH
31-01-2021,700,Gastro-Enterology,Adult,65+, 0-3 Months,40,8MH
31-01-2021,700,Gastro-Enterology,Adult,65+, 3-6 Months,19,7MH
31-01-2021,700,Gastro-Enterology,Adult,65+, 9-12 Months,4,15MH
31-01-2021,700,Gastro-Enterology,Adult,65+,12-15 Months,6,10MH
31-01-2021,900,Geriatric Medicine,Adult,65+, 9-12 Months,3,17MH
31-01-2021,1100,Haematology,Adult,65+,15-18 Months,6,28MH
31-01-2021,1503,Gynaecology,Adult,16-64, 0-3 Months,117,17MH
31-01-2021,1503,Gynaecology,Adult,16-64, 6-9 Months,49,1MH
31-01-2021,1700,Ophthalmology,Adult,65+, 0-3 Months,23,31MH
31-01-2021,1700,Ophthalmology,Adult,65+, 6-9 Months,11,5MH
31-01-2021,1700,Ophthalmology,Adult,65+, 9-12 Months,6,12MH
31-01-2021,1800,Orthopaedics,Adult,0-15, 0-3 Months,1,33MH
31-01-2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,204,32MH
31-01-2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,75,30MH
31-01-2021,1800,Orthopaedics,Adult,16-64,12-15 Months,40,16MH
31-01-2021,2000,Plastic Surgery,Adult,65+, 0-3 Months,2,21MH
31-01-2021,2400,Respiratory Medicine,Adult,65+,15-18 Months,30,15MH
31-01-2021,2500,Rheumatology,Adult,16-64, 0-3 Months,103,5MH
31-01-2021,2500,Rheumatology,Adult,16-64, 9-12 Months,50,11MH
31-01-2021,2500,Rheumatology,Adult,16-64,18 Months +,68,1MH
31-01-2021,2500,Rheumatology,Adult,65+, 3-6 Months,29,29MH
31-01-2021,2500,Rheumatology,Adult,65+, 6-9 Months,11,36MH
31-01-2021,600,Otolaryngology (ENT),Adult,16-64,18 Months +,370,25MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,51,1MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 6-9 Months,46,26MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+,12-15 Months,43,15MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+,15-18 Months,43,6MH
31-01-2021,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,62,9MH
31-01-2021,1100,Haematology,Child,0-15, 9-12 Months,1,15MH
31-01-2021,1300,Neurology,Adult,16-64,12-15 Months,53,30MH
31-01-2021,1300,Neurology,Adult,65+, 9-12 Months,12,21MH
31-01-2021,1503,Gynaecology,Adult,65+, 0-3 Months,27,14MH
31-01-2021,1503,Gynaecology,Adult,65+, 3-6 Months,11,21MH
31-01-2021,1503,Gynaecology,Adult,65+, 6-9 Months,12,11MH
31-01-2021,1503,Gynaecology,Adult,65+,12-15 Months,15,12MH
31-01-2021,1503,Gynaecology,Adult,65+,15-18 Months,7,7MH
31-01-2021,1503,Gynaecology,Adult,65+,18 Months +,29,32MH
31-01-2021,1503,Gynaecology,Child,0-15, 0-3 Months,4,18MH
31-01-2021,1600,Oncology,Adult,16-64,12-15 Months,1,20MH
31-01-2021,1700,Ophthalmology,Adult,65+, 0-3 Months,235,32MH
31-01-2021,1700,Ophthalmology,Adult,65+,15-18 Months,57,2MH
31-01-2021,1700,Ophthalmology,Child,0-15,18 Months +,3,27MH
31-01-2021,1800,Orthopaedics,Adult,16-64, 9-12 Months,134,25MH
31-01-2021,1800,Orthopaedics,Adult,65+, 0-3 Months,88,25MH
31-01-2021,1800,Orthopaedics,Child,0-15,18 Months +,93,22MH
31-01-2021,1900,Paediatrics,Adult,16-64, 6-9 Months,1,2MH
31-01-2021,1900,Paediatrics,Child,0-15, 9-12 Months,57,23MH
31-01-2021,1900,Paediatrics,Child,0-15,15-18 Months,44,26MH
31-01-2021,2300,Nephrology,Adult,16-64, 9-12 Months,10,3MH
31-01-2021,2300,Nephrology,Adult,65+, 0-3 Months,30,6MH
31-01-2021,2300,Nephrology,Adult,65+,18 Months +,2,27MH
31-01-2021,2500,Rheumatology,Adult,16-64, 9-12 Months,94,24MH
31-01-2021,2500,Rheumatology,Adult,65+,18 Months +,55,3MH
31-01-2021,2600,General Surgery,Adult,16-64,18 Months +,128,6MH
31-01-2021,2600,General Surgery,Adult,65+, 3-6 Months,75,3MH
31-01-2021,2600,General Surgery,Adult,65+, 6-9 Months,47,15MH
31-01-2021,2600,General Surgery,Adult,65+,12-15 Months,35,36MH
31-01-2021,2600,General Surgery,Adult,65+,15-18 Months,36,22MH
31-01-2021,2600,General Surgery,Child,0-15, 0-3 Months,31,4MH
31-01-2021,2600,General Surgery,Child,0-15, 6-9 Months,10,15MH
31-01-2021,2600,General Surgery,Child,0-15,15-18 Months,1,36MH
31-01-2021,2600,General Surgery,Child,0-15,18 Months +,12,34MH
31-01-2021,5000,General Medicine,Adult,16-64,15-18 Months,17,11MH
31-01-2021,5000,General Medicine,Adult,65+, 9-12 Months,37,21MH
31-01-2021,7800,Urology,Adult,16-64, 9-12 Months,40,20MH
31-01-2021,7800,Urology,Adult,65+,18 Months +,85,10MH
31-01-2021,8003,Pain Relief,Adult,16-64, 3-6 Months,47,20MH
31-01-2021,8003,Pain Relief,Adult,16-64,12-15 Months,40,6MH
31-01-2021,8003,Pain Relief,Adult,16-64,18 Months +,88,36MH
31-01-2021,8003,Pain Relief,Adult,65+, 0-3 Months,39,34MH
31-01-2021,8003,Pain Relief,Adult,65+, 6-9 Months,12,25MH
31-01-2021,8003,Pain Relief,Adult,65+,15-18 Months,12,12MH
31-01-2021,2500,Rheumatology,Adult,65+,12-15 Months,12,23MH
31-01-2021,2600,General Surgery,Adult,65+, 0-3 Months,48,33MH
31-01-2021,2600,General Surgery,Adult,65+, 3-6 Months,37,8MH
31-01-2021,2600,General Surgery,Adult,65+, 6-9 Months,11,20MH
31-01-2021,2600,General Surgery,Adult,65+, 9-12 Months,13,15MH
31-01-2021,2600,General Surgery,Adult,65+,12-15 Months,5,3MH
31-01-2021,5000,General Medicine,Adult,16-64, 6-9 Months,10,7MH
31-01-2021,5000,General Medicine,Adult,16-64, 9-12 Months,5,11MH
31-01-2021,7800,Urology,Adult,16-64, 0-3 Months,148,16MH
31-01-2021,7800,Urology,Adult,16-64, 9-12 Months,88,19MH
31-01-2021,7800,Urology,Adult,16-64,18 Months +,11,32MH
31-01-2021,7800,Urology,Adult,65+, 3-6 Months,82,19MH
31-01-2021,7800,Urology,Adult,65+, 6-9 Months,36,12MH
31-01-2021,7800,Urology,Adult,65+,12-15 Months,23,36MH
31-01-2021,400,Endocrinology,Adult,16-64, 3-6 Months,44,15MH
31-01-2021,400,Endocrinology,Adult,16-64, 6-9 Months,46,8MH
31-01-2021,400,Endocrinology,Adult,16-64,12-15 Months,3,30MH
31-01-2021,1503,Gynaecology,Adult,0-15, 6-9 Months,1,20MH
31-01-2021,1700,Ophthalmology,Adult,16-64,12-15 Months,8,19MH
31-01-2021,1700,Ophthalmology,Adult,65+, 0-3 Months,41,9MH
31-01-2021,1700,Ophthalmology,Adult,65+, 3-6 Months,37,29MH
31-01-2021,1700,Ophthalmology,Adult,65+, 6-9 Months,21,7MH
31-01-2021,1700,Ophthalmology,Adult,65+, 9-12 Months,32,23MH
31-01-2021,1800,Orthopaedics,Adult,0-15, 0-3 Months,4,13MH
31-01-2021,1800,Orthopaedics,Adult,0-15, 3-6 Months,1,30MH
31-01-2021,1800,Orthopaedics,Adult,0-15, 6-9 Months,2,24MH
31-01-2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,101,31MH
31-01-2021,1800,Orthopaedics,Adult,65+,15-18 Months,43,18MH
31-01-2021,2600,General Surgery,Adult,0-15, 0-3 Months,1,9MH
31-01-2021,2600,General Surgery,Adult,16-64, 0-3 Months,140,35MH
31-01-2021,2600,General Surgery,Adult,16-64, 6-9 Months,48,36MH
31-01-2021,7800,Urology,Adult,16-64, 0-3 Months,34,32MH
31-01-2021,7800,Urology,Adult,16-64, 3-6 Months,3,5MH
31-01-2021,100,Cardiology,Adult,16-64,15-18 Months,47,24MH
31-01-2021,100,Cardiology,Adult,65+, 0-3 Months,19,7MH
31-01-2021,100,Cardiology,Adult,65+, 9-12 Months,10,17MH
31-01-2021,100,Cardiology,Adult,65+,18 Months +,4,29MH
31-01-2021,300,Dermatology,Adult,16-64,15-18 Months,41,29MH
31-01-2021,300,Dermatology,Adult,65+, 0-3 Months,17,7MH
31-01-2021,300,Dermatology,Adult,65+, 6-9 Months,14,33MH
31-01-2021,300,Dermatology,Adult,65+, 9-12 Months,20,20MH
31-01-2021,300,Dermatology,Adult,65+,18 Months +,28,10MH
31-01-2021,300,Dermatology,Child,0-15, 3-6 Months,1,28MH
31-01-2021,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,81,31MH
31-01-2021,600,Otolaryngology (ENT),Adult,16-64,18 Months +,14,23MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,49,22MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 6-9 Months,24,17MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 9-12 Months,24,33MH
31-01-2021,601,Paediatric ENT,Child,0-15, 3-6 Months,37,23MH
31-01-2021,601,Paediatric ENT,Child,0-15, 6-9 Months,12,26MH
31-01-2021,601,Paediatric ENT,Child,0-15,12-15 Months,46,20MH
31-01-2021,1503,Gynaecology,Adult,65+,15-18 Months,8,28MH
31-01-2021,1503,Gynaecology,Child,0-15, 3-6 Months,4,21MH
31-01-2021,1503,Gynaecology,Child,0-15, 6-9 Months,2,16MH
31-01-2021,1503,Gynaecology,Child,0-15, 9-12 Months,1,5MH
31-01-2021,1503,Gynaecology,Child,0-15,12-15 Months,3,30MH
31-01-2021,1700,Ophthalmology,Adult,65+, 0-3 Months,428,11MH
31-01-2021,1700,Ophthalmology,Adult,65+, 3-6 Months,298,3MH
31-01-2021,1700,Ophthalmology,Adult,65+,12-15 Months,270,1MH
31-01-2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,264,17MH
31-01-2021,1800,Orthopaedics,Adult,16-64,12-15 Months,83,8MH
31-01-2021,1800,Orthopaedics,Adult,65+,15-18 Months,24,18MH
31-01-2021,2500,Rheumatology,Adult,16-64, 3-6 Months,30,3MH
31-01-2021,2500,Rheumatology,Adult,16-64, 6-9 Months,5,14MH
31-01-2021,2500,Rheumatology,Adult,16-64, 9-12 Months,4,8MH
31-01-2021,2500,Rheumatology,Adult,16-64,12-15 Months,2,1MH
31-01-2021,0,Small Volume Specialities,Adult,65+, 3-6 Months,1,33MH
31-01-2021,100,Cardiology,Adult,16-64, 0-3 Months,39,18MH
31-01-2021,100,Cardiology,Adult,16-64, 6-9 Months,36,30MH
31-01-2021,100,Cardiology,Adult,16-64, 9-12 Months,57,28MH
31-01-2021,100,Cardiology,Adult,16-64,18 Months +,6,35MH
31-01-2021,100,Cardiology,Adult,65+, 3-6 Months,23,28MH
31-01-2021,100,Cardiology,Adult,65+,12-15 Months,13,29MH
31-01-2021,300,Dermatology,Adult,16-64, 0-3 Months,157,6MH
31-01-2021,300,Dermatology,Adult,16-64, 6-9 Months,98,7MH
31-01-2021,300,Dermatology,Adult,16-64, 9-12 Months,90,8MH
31-01-2021,300,Dermatology,Adult,16-64,12-15 Months,122,23MH
31-01-2021,300,Dermatology,Adult,16-64,18 Months +,263,19MH
31-01-2021,300,Dermatology,Adult,65+, 3-6 Months,42,2MH
31-01-2021,700,Gastro-Enterology,Adult,16-64, 3-6 Months,64,1MH
31-01-2021,700,Gastro-Enterology,Adult,16-64, 6-9 Months,47,17MH
31-01-2021,700,Gastro-Enterology,Adult,16-64,12-15 Months,24,27MH
31-01-2021,900,Geriatric Medicine,Adult,16-64, 0-3 Months,4,2MH
31-01-2021,900,Geriatric Medicine,Adult,16-64, 3-6 Months,4,10MH
31-01-2021,900,Geriatric Medicine,Adult,16-64,12-15 Months,2,29MH
31-01-2021,900,Geriatric Medicine,Adult,65+, 6-9 Months,34,10MH
31-01-2021,1100,Haematology,Adult,16-64,18 Months +,7,21MH
31-01-2021,1100,Haematology,Adult,65+, 0-3 Months,14,35MH
31-01-2021,1100,Haematology,Adult,65+, 3-6 Months,14,29MH
31-01-2021,1100,Haematology,Adult,65+, 6-9 Months,8,35MH
31-01-2021,1100,Haematology,Adult,65+, 9-12 Months,1,2MH
31-01-2021,1100,Haematology,Adult,65+,12-15 Months,2,10MH
31-01-2021,1503,Gynaecology,Adult,65+, 0-3 Months,21,9MH
31-01-2021,1503,Gynaecology,Adult,65+, 3-6 Months,12,19MH
31-01-2021,1503,Gynaecology,Adult,65+, 6-9 Months,7,28MH
31-01-2021,1503,Gynaecology,Adult,65+, 9-12 Months,4,26MH
31-01-2021,1700,Ophthalmology,Adult,16-64, 3-6 Months,20,12MH
31-01-2021,1700,Ophthalmology,Adult,16-64,12-15 Months,1,12MH
31-01-2021,1800,Orthopaedics,Adult,65+, 0-3 Months,98,5MH
31-01-2021,1800,Orthopaedics,Adult,65+, 9-12 Months,31,5MH
31-01-2021,1800,Orthopaedics,Adult,65+,18 Months +,9,15MH
31-01-2021,2000,Plastic Surgery,Adult,16-64, 6-9 Months,1,4MH
31-01-2021,2000,Plastic Surgery,Adult,16-64, 9-12 Months,57,4MH
31-01-2021,2300,Nephrology,Adult,16-64, 0-3 Months,40,7MH
31-01-2021,2300,Nephrology,Adult,16-64, 3-6 Months,13,32MH
31-01-2021,2300,Nephrology,Adult,65+, 6-9 Months,6,13MH
31-01-2021,2400,Respiratory Medicine,Adult,16-64,15-18 Months,50,2MH
31-01-2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,17,27MH
31-01-2021,2400,Respiratory Medicine,Adult,65+, 3-6 Months,34,10MH
31-01-2021,2400,Respiratory Medicine,Adult,65+, 6-9 Months,16,18MH
31-01-2021,2400,Respiratory Medicine,Adult,65+, 9-12 Months,26,35MH
31-01-2021,2400,Respiratory Medicine,Adult,65+,12-15 Months,40,11MH
31-01-2021,2500,Rheumatology,Adult,16-64,15-18 Months,37,32MH
31-01-2021,2500,Rheumatology,Adult,65+,18 Months +,40,36MH
31-01-2021,2600,General Surgery,Adult,16-64, 3-6 Months,85,13MH
31-01-2021,2600,General Surgery,Adult,16-64,12-15 Months,9,6MH
31-01-2021,2600,General Surgery,Adult,65+,15-18 Months,7,34MH
31-01-2021,5000,General Medicine,Adult,65+, 0-3 Months,12,35MH
31-01-2021,5000,General Medicine,Adult,65+, 3-6 Months,10,28MH
31-01-2021,0,Small Volume Specialities,Adult,0-15, 0-3 Months,2,11MH
31-01-2021,0,Small Volume Specialities,Adult,0-15,18 Months +,1,34MH
31-01-2021,400,Endocrinology,Adult,65+, 0-3 Months,27,34MH
31-01-2021,400,Endocrinology,Adult,65+, 9-12 Months,1,23MH
31-01-2021,1503,Gynaecology,Adult,16-64, 0-3 Months,86,28MH
31-01-2021,1503,Gynaecology,Adult,65+, 6-9 Months,6,7MH
31-01-2021,1503,Gynaecology,Adult,65+, 9-12 Months,7,1MH
31-01-2021,1700,Ophthalmology,Adult,65+,15-18 Months,14,31MH
31-01-2021,1800,Orthopaedics,Adult,16-64,18 Months +,25,11MH
31-01-2021,1800,Orthopaedics,Adult,65+, 0-3 Months,63,6MH
31-01-2021,1800,Orthopaedics,Adult,65+, 3-6 Months,52,12MH
31-01-2021,1800,Orthopaedics,Adult,65+, 9-12 Months,41,12MH
31-01-2021,1800,Orthopaedics,Adult,65+,12-15 Months,48,33MH
31-01-2021,5000,General Medicine,Adult,16-64, 0-3 Months,4,21MH
31-01-2021,7800,Urology,Adult,16-64,15-18 Months,43,15MH
31-01-2021,0,Small Volume Specialities,Adult,16-64, 6-9 Months,1,35MH
31-01-2021,100,Cardiology,Adult,16-64, 3-6 Months,26,1MH
31-01-2021,100,Cardiology,Adult,16-64, 6-9 Months,12,33MH
31-01-2021,100,Cardiology,Adult,16-64,12-15 Months,22,15MH
31-01-2021,100,Cardiology,Adult,65+,15-18 Months,34,34MH
31-01-2021,300,Dermatology,Adult,16-64, 3-6 Months,36,12MH
31-01-2021,300,Dermatology,Adult,16-64,12-15 Months,36,6MH
31-01-2021,300,Dermatology,Adult,65+,15-18 Months,23,28MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+,15-18 Months,17,31MH
31-01-2021,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,6,27MH
31-01-2021,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,1,4MH
31-01-2021,601,Paediatric ENT,Adult,16-64, 0-3 Months,6,31MH
31-01-2021,601,Paediatric ENT,Adult,16-64, 3-6 Months,2,16MH
31-01-2021,601,Paediatric ENT,Adult,16-64,12-15 Months,6,29MH
31-01-2021,601,Paediatric ENT,Child,0-15,15-18 Months,46,26MH
31-01-2021,1300,Neurology,Adult,16-64, 0-3 Months,3,15MH
31-01-2021,1300,Neurology,Adult,16-64, 6-9 Months,5,10MH
31-01-2021,1300,Neurology,Adult,16-64, 9-12 Months,1,10MH
31-01-2021,1300,Neurology,Adult,65+, 3-6 Months,3,32MH
31-01-2021,1503,Gynaecology,Adult,16-64,18 Months +,39,21MH
31-01-2021,1503,Gynaecology,Adult,65+, 0-3 Months,20,18MH
31-01-2021,1503,Gynaecology,Adult,65+, 3-6 Months,25,27MH
31-01-2021,1503,Gynaecology,Adult,65+, 6-9 Months,11,7MH
31-01-2021,1503,Gynaecology,Adult,65+, 9-12 Months,8,1MH
31-01-2021,1503,Gynaecology,Adult,65+,12-15 Months,10,30MH
31-01-2021,1800,Orthopaedics,Adult,16-64,15-18 Months,71,18MH
31-01-2021,1800,Orthopaedics,Adult,65+, 3-6 Months,48,12MH
31-01-2021,1800,Orthopaedics,Adult,65+, 6-9 Months,35,36MH
31-01-2021,1800,Orthopaedics,Adult,65+, 9-12 Months,41,10MH
31-01-2021,8800,Immunology,Adult,65+,15-18 Months,1,4MH
31-01-2021,100,Cardiology,Adult,16-64, 9-12 Months,134,22MH
31-01-2021,100,Cardiology,Adult,65+,18 Months +,6,29MH
31-01-2021,100,Cardiology,Child,0-15, 9-12 Months,7,6MH
31-01-2021,300,Dermatology,Adult,16-64, 0-3 Months,258,3MH
31-01-2021,300,Dermatology,Adult,16-64, 6-9 Months,112,33MH
31-01-2021,300,Dermatology,Adult,16-64,15-18 Months,127,3MH
31-01-2021,300,Dermatology,Adult,65+, 3-6 Months,40,35MH
31-01-2021,300,Dermatology,Adult,65+,12-15 Months,46,8MH
31-01-2021,300,Dermatology,Child,0-15, 0-3 Months,71,25MH
31-01-2021,300,Dermatology,Child,0-15, 6-9 Months,39,20MH
31-01-2021,300,Dermatology,Child,0-15,15-18 Months,26,18MH
31-01-2021,400,Endocrinology,Adult,16-64, 0-3 Months,136,15MH
31-01-2021,400,Endocrinology,Adult,16-64, 3-6 Months,71,28MH
31-01-2021,400,Endocrinology,Adult,65+, 6-9 Months,5,11MH
31-01-2021,400,Endocrinology,Adult,65+,15-18 Months,1,32MH
31-01-2021,400,Endocrinology,Child,0-15, 0-3 Months,1,4MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,83,4MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,45,9MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 6-9 Months,48,13MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+,12-15 Months,40,17MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+,18 Months +,126,13MH
31-01-2021,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,102,20MH
31-01-2021,600,Otolaryngology (ENT),Child,0-15,18 Months +,298,2MH
31-01-2021,700,Gastro-Enterology,Adult,16-64, 6-9 Months,209,5MH
31-01-2021,700,Gastro-Enterology,Adult,16-64,15-18 Months,102,32MH
31-01-2021,900,Geriatric Medicine,Adult,16-64, 0-3 Months,18,24MH
31-01-2021,900,Geriatric Medicine,Adult,16-64, 3-6 Months,3,11MH
31-01-2021,900,Geriatric Medicine,Adult,65+,15-18 Months,1,28MH
31-01-2021,1100,Haematology,Adult,16-64, 3-6 Months,39,32MH
31-01-2021,1100,Haematology,Adult,16-64,12-15 Months,41,19MH
31-01-2021,1100,Haematology,Adult,65+, 9-12 Months,19,32MH
31-01-2021,1300,Neurology,Adult,16-64, 3-6 Months,188,6MH
31-01-2021,1300,Neurology,Adult,16-64,12-15 Months,130,27MH
31-01-2021,1300,Neurology,Adult,65+, 9-12 Months,38,19MH
31-01-2021,1503,Gynaecology,Adult,65+, 0-3 Months,44,2MH
31-01-2021,1503,Gynaecology,Adult,65+, 6-9 Months,18,16MH
31-01-2021,1503,Gynaecology,Adult,65+,15-18 Months,22,15MH
31-01-2021,1503,Gynaecology,Adult,65+,18 Months +,50,10MH
31-01-2021,1600,Oncology,Adult,16-64, 0-3 Months,21,33MH
31-01-2021,1600,Oncology,Adult,16-64, 3-6 Months,7,8MH
31-01-2021,1700,Ophthalmology,Adult,65+, 0-3 Months,221,26MH
31-01-2021,1700,Ophthalmology,Adult,65+,15-18 Months,69,6MH
31-01-2021,1700,Ophthalmology,Adult,65+,18 Months +,277,36MH
31-01-2021,1700,Ophthalmology,Child,0-15,18 Months +,28,4MH
31-01-2021,1800,Orthopaedics,Adult,16-64, 9-12 Months,319,29MH
31-01-2021,1800,Orthopaedics,Adult,65+, 0-3 Months,135,24MH
31-01-2021,1800,Orthopaedics,Adult,65+,18 Months +,515,9MH
31-01-2021,1800,Orthopaedics,Child,0-15,18 Months +,33,35MH
31-01-2021,1900,Paediatrics,Adult,16-64, 6-9 Months,4,23MH
31-01-2021,1800,Orthopaedics,Adult,65+,12-15 Months,41,27MH
31-01-2021,1900,Paediatrics,Child,0-15, 0-3 Months,92,30MH
31-01-2021,2300,Nephrology,Adult,16-64, 0-3 Months,6,35MH
31-01-2021,2300,Nephrology,Adult,16-64, 9-12 Months,1,2MH
31-01-2021,2300,Nephrology,Adult,65+, 3-6 Months,4,8MH
31-01-2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,40,27MH
31-01-2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,46,5MH
31-01-2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,82,6MH
31-01-2021,2400,Respiratory Medicine,Adult,65+, 0-3 Months,35,10MH
31-01-2021,2600,General Surgery,Adult,65+,15-18 Months,2,30MH
31-01-2021,2600,General Surgery,Child,0-15, 0-3 Months,13,9MH
31-01-2021,2600,General Surgery,Child,0-15, 3-6 Months,12,13MH
31-01-2021,5000,General Medicine,Adult,65+, 0-3 Months,88,7MH
31-01-2021,5000,General Medicine,Adult,65+, 3-6 Months,67,29MH
31-01-2021,5000,General Medicine,Adult,65+, 6-9 Months,41,19MH
31-01-2021,5000,General Medicine,Adult,65+, 9-12 Months,15,31MH
31-01-2021,100,Cardiology,Adult,65+,15-18 Months,36,34MH
31-01-2021,100,Cardiology,Child,0-15, 0-3 Months,3,3MH
31-01-2021,300,Dermatology,Child,0-15, 0-3 Months,123,15MH
31-01-2021,300,Dermatology,Child,0-15, 6-9 Months,41,13MH
31-01-2021,300,Dermatology,Child,0-15, 9-12 Months,40,10MH
31-01-2021,400,Endocrinology,Adult,65+, 0-3 Months,28,36MH
31-01-2021,400,Endocrinology,Adult,65+, 6-9 Months,9,26MH
31-01-2021,400,Endocrinology,Adult,65+, 9-12 Months,5,23MH
31-01-2021,400,Endocrinology,Adult,65+,12-15 Months,1,17MH
31-01-2021,600,Otolaryngology (ENT),Adult,16-64,15-18 Months,73,10MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 9-12 Months,29,2MH
31-01-2021,600,Otolaryngology (ENT),Adult,65+,18 Months +,78,23MH
31-01-2021,601,Paediatric ENT,Child,0-15, 0-3 Months,47,29MH
31-01-2021,601,Paediatric ENT,Child,0-15, 9-12 Months,37,10MH
31-01-2021,601,Paediatric ENT,Child,0-15,18 Months +,131,18MH
31-01-2021,1100,Haematology,Adult,16-64, 3-6 Months,12,1MH
31-01-2021,1100,Haematology,Adult,16-64, 6-9 Months,4,33MH
31-01-2021,1503,Gynaecology,Adult,16-64, 0-3 Months,306,11MH
31-01-2021,1503,Gynaecology,Adult,16-64, 3-6 Months,227,2MH
31-01-2021,1503,Gynaecology,Adult,16-64, 9-12 Months,85,9MH
31-01-2021,1503,Gynaecology,Adult,16-64,12-15 Months,73,33MH
31-01-2021,1700,Ophthalmology,Adult,65+, 0-3 Months,28,9MH
31-01-2021,1700,Ophthalmology,Adult,65+,15-18 Months,1,32MH
31-01-2021,1700,Ophthalmology,Child,0-15, 3-6 Months,4,28MH
31-01-2021,1700,Ophthalmology,Child,0-15, 6-9 Months,3,6MH
31-01-2021,1700,Ophthalmology,Child,0-15,12-15 Months,1,11MH
31-01-2021,1800,Orthopaedics,Child,0-15,15-18 Months,32,6MH
31-01-2021,1900,Paediatrics,Adult,16-64,15-18 Months,1,28MH
31-01-2021,1900,Paediatrics,Child,0-15, 0-3 Months,221,16MH
31-01-2021,1900,Paediatrics,Child,0-15, 6-9 Months,92,16MH
31-01-2021,1900,Paediatrics,Child,0-15, 9-12 Months,118,2MH
31-01-2021,2300,Nephrology,Adult,16-64, 3-6 Months,1,26MH
31-01-2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,45,19MH
31-01-2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,29,19MH
31-01-2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,37,36MH
31-01-2021,2600,General Surgery,Adult,65+, 0-3 Months,38,7MH
31-01-2021,2600,General Surgery,Adult,65+, 3-6 Months,19,27MH
31-01-2021,2600,General Surgery,Child,0-15, 6-9 Months,27,18MH
31-01-2021,2700,Infectious Diseases,Adult,16-64, 3-6 Months,2,13MH
31-01-2021,5000,General Medicine,Adult,16-64, 0-3 Months,8,6MH
31-01-2021,5000,General Medicine,Adult,16-64, 9-12 Months,1,26MH
31-01-2021,7800,Urology,Adult,16-64, 0-3 Months,118,28MH
